0,73597,"(8, '1111101111101')",45.977766758205135
0,114557,"(13, '1111101111101')",45.977766758205135
0,89981,"(10, '1111101111101')",45.977766758205135
0,16253,"(1, '1111101111101')",45.977766758205135
0,81789,"(9, '1111101111101')",45.97776675820513
0,57213,"(6, '1111101111101')",45.97776675820513
0,32637,"(3, '1111101111101')",45.97776675820513
0,106365,"(12, '1111101111101')",45.97776675820513
0,65405,"(7, '1111101111101')",45.97776675820513
0,40829,"(4, '1111101111101')",45.97776675820512
0,49021,"(5, '1111101111101')",45.97776675820512
0,24445,"(2, '1111101111101')",45.97776675820512
0,98173,"(11, '1111101111101')",45.97776675820511
0,65277,"(7, '1111011111101')",43.078112551803905
0,16125,"(1, '1111011111101')",43.078112551803905
0,40701,"(4, '1111011111101')",43.078112551803905
0,73469,"(8, '1111011111101')",43.078112551803905
0,106237,"(12, '1111011111101')",43.0781125518039
0,98045,"(11, '1111011111101')",43.0781125518039
0,89853,"(10, '1111011111101')",43.0781125518039
0,57085,"(6, '1111011111101')",43.0781125518039
0,32509,"(3, '1111011111101')",43.0781125518039
0,24317,"(2, '1111011111101')",43.07811255180389
0,114429,"(13, '1111011111101')",43.07811255180389
0,48893,"(5, '1111011111101')",43.07811255180388
0,81661,"(9, '1111011111101')",43.078112551803876
0,90045,"(10, '1111110111101')",40.978426946275064
0,16317,"(1, '1111110111101')",40.978426946275064
0,57277,"(6, '1111110111101')",40.97842694627506
0,81853,"(9, '1111110111101')",40.97842694627505
0,24509,"(2, '1111110111101')",40.97842694627505
0,106429,"(12, '1111110111101')",40.97842694627505
0,40893,"(4, '1111110111101')",40.97842694627505
0,73661,"(8, '1111110111101')",40.97842694627505
0,65469,"(7, '1111110111101')",40.97842694627504
0,32701,"(3, '1111110111101')",40.97842694627504
0,98237,"(11, '1111110111101')",40.97842694627504
0,49085,"(5, '1111110111101')",40.97842694627504
0,114621,"(13, '1111110111101')",40.97842694627504
0,105981,"(12, '1110111111101')",40.02654508458439
0,40445,"(4, '1110111111101')",40.02654508458439
